wikipedia_title,mentioned_in_agent,possible_agent_norm,match_score
Albert Gallatin,"gallatin, a. e","gallatin, a. e",0.8
Curt Valentin,"gallatin, a. e","conrart, valentin",0.8
Charles Cooley,Sociology,"cotton, charles",0.8
Agostino Carlini,victoria and albert museum,"faustini, agostino",0.8
Alexander Dyce,victoria and albert museum,"pope, alexander",0.8
Charles Holden,victoria and albert museum,"rollin, charles",0.8
Gottfried Semper,victoria and albert museum,"weber, gottfried m",0.8
Richard Busby,"dryden, john","bury, richard de",0.8
Thomas Otway,"dryden, john","hoby, thomas",0.8
Charles G. Hill,"bucke, richard maurice","dilly, charles",0.8
Charles Boutell,"kitchener, horatio herbert kitchener","abbot, charles",0.8
Charles Nairne,"kitchener, horatio herbert kitchener","nodier, charles",0.8
Jean-Baptiste Marchand,"kitchener, horatio herbert kitchener","jourdan, jean-baptiste",0.8
1 John,Christian theology,john,0.8
Louise Perry,"southey, robert","perry, bliss",0.8
Morris Perry,"fouché, joseph","morris, henry",0.8
Charles Dignum,George Canning,"darwin, charles",0.8
Henry Adams,George Canning,"hallam, henry",0.8
François Barthélemy,French Directory,"bayle, françois",0.8
Jean Poperen,france. convention nationale,"perrie, jean",0.8
Edward Johnston,Parchment,"wotton, edward",0.8
Albrecht von Wallenstein,"schiller, friedrich","haller, albrecht von",0.8
Giovanni Lanfranco,Index Librorum Prohibitorum,"manfré, giovanni",0.8
Philip Neri,Index Librorum Prohibitorum,"hofer, philip",0.8
Richard Rumbold,Rye House Plot,"cumberland, richard",0.8
Brixton Library,British Library,british library,0.8
François Bontemps,Second Battle of Zurich,"blondel, françois",0.8
Claude Durand,"cixous, hélène","dumanoir, claude",0.8
Benedetto Brin,"mussolini, benito","biancuzzi, benedetto",0.8
Joseph Calwell,"parnell, thomas","cundall, joseph",0.8
Joseph Ruddell,"parnell, thomas","bourdel, joseph",0.8
Gary Rosenberg,Mollusca,"rosenberg, gabriel s",0.8
Anton Walter,Wolfgang Amadeus Mozart,"watzl, anton",0.8
Hermann Deiters,Wolfgang Amadeus Mozart,"adler, hermann",0.8
Georg Reismüller,bayerische staatsbibliothek,"willer, georg",0.8
Hermann Leskien,bayerische staatsbibliothek,"hesse, hermann",0.8
René Prêtre,René,"laporte, rené",0.8
Giovan Battista Bellaso,"vigenère, blaise de","casotti, giovanni battista",0.8
Drusus Julius Caesar,History of the Roman Empire,"caesar, julius",0.8
Christopher Smart,English poetry,"pitt, christopher",0.8
Richard Tottel,English poetry,"steele, richard",0.8
Thomas Gray,English poetry,"percy, thomas",0.8
Marek Sobieski,"sobieski, jakub","sobieski, jakub",0.8
Adam Murimuth,"bury, richard de","smith, adam",0.8
Robert Ayleston,"bury, richard de","wilson, robert",0.8
William Cumin,"bury, richard de","romaine, william",0.8
William Grahme,"bury, richard de","rawley, william",0.8
Simon Vouet,"le brun, charles","vostre, simon",0.8
Hermann Heinrich Gossen,Classical economics,"voss, johann heinrich",0.8
Tate Britain,"beardsley, aubrey",great britain,0.8
Paul Grenier,Causes of the French Revolution,"ritter, paul",0.8
Jean Bertholle,"lescure, jean","bernoulli, jean",0.8
Alexander Enmann,"victor, sextus aurelius","beatson, alexander",0.8
Andreas Schott,"victor, sextus aurelius","trotte, andreas",0.8
Claude Paradin,"salomon, bernard","lorrain, claude",0.8
Jean Carmet,"périer, etienne","vicaire, jean",0.8
Charles Xavier,The Holocaust in the arts and popular culture,"nodier, charles",0.8
Jean Améry,The Holocaust in the arts and popular culture,"gay, jean",0.8
Pierre Seel,The Holocaust in the arts and popular culture,"coste, pierre",0.8
Geoffrey Keynes,Book collecting,"west, geoffrey",0.8
Jean-François Thiriart,"mutti, claudio","bernard, jean-françois",0.8
Salomon Gessner,"marillier, clément pierre","glass, salomon",0.8
Jean Hougron,"lépidis, clément","gerson, jean",0.8
Philippe Beaussant,"lépidis, clément","sauvan, philippe",0.8
Pierre Michon,"lépidis, clément","cot, pierre",0.8
Pierre Moustiers,"lépidis, clément","coste, pierre",0.8
Alexander Briant,"bellarmino, roberto francesco romolo","beatson, alexander",0.8
Thomas Emlyn,"martin, david","mann, thomas",0.8
Richard Master,"wotton, edward","steele, richard",0.8
Thomas Burwell,"wotton, edward","parnell, thomas",0.8
Thomas Pellett,"wotton, edward","parnell, thomas",0.8
William Pitcairn,"wotton, edward","pitt, william",0.8
William Camden,"laet, joannes de","caxton, william",0.8
Wilhelm Bousset,Valentinus (Gnostic),"busch, wilhelm",0.8
Abe Jacob,"barrault, jean-louis","jacob, max",0.8
Charles Vanel,"barrault, jean-louis","leandre, charles",0.8
Guillaume Canet,"barrault, jean-louis","caoursin, guillaume",0.8
Jean Gabin,"barrault, jean-louis","gay, jean",0.8
Pierre Varignon,fontenelle,"guarin, pierre",0.8
Christopher Maire,"boscovich, ruggero giuseppe","pitt, christopher",0.8
François Cavanna,"rey, henri françois","chauveau, françois",0.8
Alain de Rothschild,"rothschild, henri de","rothschild, henri de",0.8
Marguerite de Rothschild,"rothschild, henri de","rothschild, henri de",0.8
Alexander Blok,"bal'mont, konstantin dmitrievich","pope, alexander",0.8
Joseph Séguy,"la bruyère, jean de","méry, joseph",0.8
Charles Nisard,"scaliger, joseph juste","nodier, charles",0.8
Henry Purcell,George Herbert,"maundrell, henry",0.8
Johannes Gropper,"bucer, martin","hop, johannes",0.8
Richard Beaple,"gay, john","steele, richard",0.8
Domenico Poggini,"domenichi, lodovico","nicolini, domenico",0.8
William Wotton,"du pin, louis ellies","caxton, william",0.8
Duchy of Modena,War of the Austrian Succession,modena (duchy),0.8
Peter Wittgenstein,Battle of Eylau,"fingesten, peter",0.8
Charles Labelye,"chesterfield, philip dormer stanhope","dilly, charles",0.8
John Machin,"chesterfield, philip dormer stanhope","chardin, john",0.8
William Billers,"chesterfield, philip dormer stanhope","biggs, william",0.8
Augustus III,frederick,augustus,0.8
Ernest Lavisse,frederick,"labadie, ernest",0.8
Heinrich Hertz,Science,"heine, heinrich",0.8
James Tobin,Science,"watson, james",0.8
Robert Aron,"nolhac, pierre de","burns, robert",0.8
Lake Edward,Nile,"almack, edward",0.8
Charles Rivkin,"franklin, benjamin","darwin, charles",0.8
Christopher Miles,"lawrence, d. h","pitt, christopher",0.8
Thomas Eugene Creech,"creech, thomas","creech, thomas",0.8
Giovan Battista Giraldi,"speroni, sperone","rasario, giovanni battista",0.8
Charles Touati,לוי בן גרשם,"martin, charles",0.8
Charles Blanc,"blanc, louis","leandre, charles",0.8
Mordechai Ben Ami,"ביאליק, חיים נחמן",mordecai ben nisan,0.8
Alexander Baunov,catherine,"beatson, alexander",0.8
August Pikker,August (name),"pfeiffer, august",0.8
Ernst Käsemann,Biblical criticism,"volkmann, ernst",0.8
John Leveson,"bacon, francis","evelyn, john",0.8
Tacitus on Jesus,True Cross,"tacitus, cornelius",0.8
Christopher Haigh,Henry VIII,"pitt, christopher",0.8
Carlo Salotti,catholic church. congregatio de propaganda fide,"teti, carlo",0.8
Gregory XV,catholic church. congregatio de propaganda fide,"gregory, g",0.8
Pietro Caprano,catholic church. congregatio de propaganda fide,"aretino, pietro",0.8
Samuel Stritch,catholic church. congregatio de propaganda fide,"gestrin, samuel",0.8
John Marris,Entomology,"marsham, john",0.8
Charles Hermite,Mathematics,"eisen, charles",0.8
Robert Arnott Wilson,Algebra,"wilson, robert",0.8
Jacques Breyer,Alchemy,"necker, jacques",0.8
Friedrich Rainer,Austria,"walther, friedrich",0.8
Heinrich Maier,Austria,"heine, heinrich",0.8
Charles Griffes,Impressionism,"doris, charles",0.8
Adolphe Brune,"ney, michel","regnier, adolphe",0.8
James Reiss,"בן יוסף, ראובן","forbes, james",0.8
Charles Whibley,"swift, jonathan","dilly, charles",0.8
Thomas Sadleir,"swift, jonathan","bowdler, thomas",0.8
Jean Lacouture,"montaigne, michel de","le pautre, jean",0.8
Pierre de Molins,adam,"ronsard, pierre de",0.8
Thomas Herier,adam,"christie, thomas",0.8
Arab Christian,Zionism,"garve, christian",0.8
Christian law,Zionism,"garve, christian",0.8
Claude Luc,"erasmus, desiderius","fleury, claude",0.8
John Bull,"arbuthnot, john","hill, john",0.8
Slavonic Josephus,"josephus, flavius","josephus, flavius",0.8
Friedrich August Wolf,"heine, heinrich","carus, friedrich august",0.8
Joseph Wasse,William Whiston,"brassinne, joseph",0.8
Louis Lamothe,"degas, edgar","mohr, louis",0.8
Talk:Abba Sabra,abba sabra,abba sabra,0.8
Alexander Bird,Scientific method,"gaboardus, alexander",0.8
John Earman,Scientific method,"pearson, john",0.8
John Lewars,Agnes Maclehose,"pearson, john",0.8
Abraham Horowitz,"הורביץ, ישעיה בן אברהם","horodisch, abraham",0.8
Philip Hoby,"holbein, hans","hofer, philip",0.8
Comédie Française,"la fontaine, jean de",académie française,0.8
Louis Racine,"la fontaine, jean de","morin, louis",0.8
Bernard Baron,"du bosc, claude","salomon, bernard",0.8
Konrad Fiedler,Hans von Marées,"haebler, konrad",0.8
Messiah ben Joseph,Messiah,jeshua ben joseph,0.8
Johann Maier,Jewish views on Jesus,"aurifaber, johann",0.8
Francesco Trevisani,Depiction of Jesus,"redi, francesco",0.8
Elmer Adler,grolier club,"adler, l",0.8
Albert Cossery,"chouraqui, andré","schloss, albert",0.8
Jean Garet,"le nourry, denis-nicolas","gay, jean",0.8
David Masinter,שניאור זלמן בן ברוך,"guainier, david",0.8
"Edam, Netherlands",Netherlands,amsterdam (netherlands),0.8
Jacques Richepin,"richepin, jean","du friche, jacques",0.8
Louis Vierne,"richepin, jean","vitet, louis",0.8
St Jerome,"dürer, albrecht",jerome,0.8
Simon Rollo Gillespie,Peter Paul Rubens,"gillespie, robert rollo",0.8
John Chalkhill,"walton, izaak","hill, john",0.8
Charles Lenormant,"byron, george gordon byron","davenant, charles",0.8
Thomas Chaucer,"chaucer, geoffrey","cranmer, thomas",0.8
Karl Ludwig Sand,"kotzebue, august von","bauer, karl ludwig",0.8
Claude Lefort,"proudhon, p.-j","lancelot, claude",0.8
Martin Holtzhey,Laurens Janszoon Coster,"luther, martin",0.8
Alfred Dürr,"forkel, johann nikolaus","jarry, alfred",0.8
Otto Zückler,maurists,"nückel, otto",0.8
Talk:Antoine Guenée,"guénée, antoine","guénée, antoine",0.8
William Lefroy,"prideaux, humphrey","hayley, william",0.8
Bruno Bauer,"schelling, friedrich wilhelm joseph von","walter, bruno",0.8
Jean-Baptiste du Hamel,"blondel, françois","wilhelm, jean-baptiste",0.8
Jean Picard,"blondel, françois","vicaire, jean",0.8
Agostino Quinzio,luis,"faustini, agostino",0.8
Peter Hille,klabund,"müller, peter",0.8
Ambrogio Cavalli,"lauro, pietro","calepino, ambrogio",0.8
Christian Gerlach,Communism,"gerson, christian",0.8
Brian Schmidt,Nicolaus Copernicus,"schmidt, wieland",0.8
Heinrich Christian Boie,"voss, johann heinrich","senckenberg, heinrich christian",0.8
Jean-Paul Laurens,French Revolution of 1848,"sartre, jean-paul",0.8
John 2,Passion of Jesus,john,0.8
John 3,Passion of Jesus,john,0.8
John 4,Passion of Jesus,john,0.8
John 5,Passion of Jesus,john,0.8
John 6,Passion of Jesus,john,0.8
John 7,Passion of Jesus,john,0.8
John 8,Passion of Jesus,john,0.8
John 9,Passion of Jesus,john,0.8
Kurt Eisner,"brentano, lujo","pfister, kurt",0.8
Henry Sike,"hyde, thomas","mosnier, henry",0.8
William Disney,"hyde, thomas","godwin, william",0.8
Jean de Serres,"estienne, henri","woevre, jean de",0.8
Johannes Flemming,"ludolf, hiob","le mair, johannes",0.8
Paul V,"calasio, mario di",paul,0.8
Charles Swainson,"pearson, john","jenkinson, charles",0.8
John Hinchliffe,"pearson, john","wycliffe, john",0.8
John Reston,"pearson, john","pearson, john",0.8
Thomas Cosyn,"pearson, john","hoby, thomas",0.8
William Jacobson,"pearson, john","robertson, william",0.8
D. P. Walker,"lazzarelli, ludovico","walker, r. a",0.8
John Dollond,"huxham, john","toland, john",0.8
Charles Sumner,"hawthorne, nathaniel","nodier, charles",0.8
Joseph Henry,"hawthorne, nathaniel","méry, joseph",0.8
Joseph Story,"hawthorne, nathaniel","méry, joseph",0.8
August II,"כץ, נפתלי בן יצחק",august,0.8
John Chourles,"percy, thomas","colet, john",0.8
Richard Messing,"percy, thomas","simon, richard",0.8
Thomas Rackelf,"percy, thomas","tickell, thomas",0.8
William Egremond,"percy, thomas","reid, william",0.8
Charles Dibdin,"dibdin, thomas frognall","darwin, charles",0.8
Daniel Tossanus,"tossanus, paul","tossanus, paul",0.8
Thomas Woolner,"rossetti, william michael","bowdler, thomas",0.8
David Magie,Historia Augusta,"martin, david",0.8
Jacob Zuma,Tom Naudé,"jacob, max",0.8
Joseph Fourier,"huyghe, rené","bourdel, joseph",0.8
Anthony van Hoboken,Joseph Haydn,"hobson, anthony",0.8
Richard Montagu,"selden, john","simon, richard",0.8
Louis Gillet,"racine, jean","vitet, louis",0.8
Christian Giesecke,Schelter & Giesecke Type Foundry,"stock, christian",0.8
Edmund Reid,"warren, charles","burke, edmund",0.8
Joseph Silver,"warren, charles","milbauer, joseph",0.8
Michael Maybrick,"warren, charles","beck, michael",0.8
Charles Carrington,Erotic literature,"cameron, charles",0.8
Jean Lorrain,Erotic literature,"racine, jean",0.8
John Gaddi,Hanukkah menorah,"gay, john",0.8
Charles Buxton,"holland, henry","cotton, charles",0.8
William Batten,"marsham, john","caxton, william",0.8
Ernst Thälmann,Ferdinand Lassalle,"volkmann, ernst",0.8
James Larkin,Ferdinand Lassalle,"lackington, james",0.8
John Curtin,Ferdinand Lassalle,"chardin, john",0.8
Ernst Hairer,"euler, leonhard","hardt, ernst",0.8
John Crank,"euler, leonhard","ray, john",0.8
Hermann Wagener,"savigny, friedrich karl von","adler, hermann",0.8
Bella Salomon,"mendelssohn, moses","salomon, bernard",0.8
Victor Horta,"jarry, alfred","hugo, victor",0.8
Nicolas Caussin,"vossius, gerardus joannes","rapin, nicolas",0.8
David Rhind,"scott, walter","martin, david",0.8
John Helliwell,Happiness,"hill, john",0.8
Ernest Mandel,Economics,"maindron, ernest",0.8
John Zorn,"whitman, walt","bond, john",0.8
Paul Cava,"whitman, walt","adam, paul",0.8
Gabriel Zucman,Tax,"martin, gabriel",0.8
Alexander Hume,"burns, robert","pope, alexander",0.8
Bertrand Delanoë,History of Paris,"bertrand, jean",0.8
Gabriel Davioud,History of Paris,"naudé, gabriel",0.8
Louis Philippe,History of Paris,"philippe, jules",0.8
Wilhelm Beer,Jost Liebmann,"niemeyer, wilhelm",0.8
Hans Ruesch,Shechita,"bloesch, hans",0.8
Humphrey Primatt,Shechita,"prideaux, humphrey",0.8
Johann Arndt,"glass, salomon","jahn, johann",0.8
Johannes Musaeus,"glass, salomon","adelphus, johannes",0.8
Tekle Haymanot I,claudius,takla haymanot,0.8
Yohannes III,claudius,yohannes,0.8
Hermann Heimpel,"hofmann, werner","hesse, hermann",0.8
Peter Gülke,"hofmann, werner","müller, peter",0.8
Thomas Macho,"hofmann, werner","mann, thomas",0.8
François Couperin,18th-century French literature,"boucher, françois",0.8
Charles Longuet,Karl Marx,"malot, charles",0.8
Cambridge University Press & Assessment,cambridge university press,cambridge university press,0.8
Daniel E. Fleming,Abraham,"fleg, daniel",0.8
Joachim Neander,"bridges, robert","lange, joachim",0.8
Jacob Mann,Haftara,"jacob, max",0.8
Isaac Stern,"chagall, marc","stern, s",0.8
Benjamin Fondane,"sartre, jean-paul","constant, benjamin",0.8
John Sweller,Psychology,"selden, john",0.8
Francesco Rastrelli,"cameron, charles","redi, francesco",0.8
Camille Martin,"uzanne, octave","martin, charles",0.8
Antoine Masson,"patin, guy","hotman, antoine",0.8
Thomas Major,"gravelot, hubert françois","mann, thomas",0.8
